Symbol,Company Name,Industry,Market Cap
SSBI,Summit State Bank,Banks - Regional,69703286
SSBK,Southern States Bancshares,Banks - Regional,220013200
SSD,Simpson Manufacturing Co.,Construction,8359643164
SSIC,Silver Spike Investment,Drug Manufacturers - Specialty & Generic,59722979
SSKN,STRATA Skin Sciences,Medical Devices,15426796
SSL,Sasol,Specialty Chemicals,5116782734
SSNC,SS&C Technologies Holdings,Software - Application,15435177660
SSNT,SilverSun Technologies,Software - Application,69102540
SSP,The E.W. Scripps Company,Broadcasting,291940394
SSRM,SSR Mining,Gold,971827200
SSSS,SuRo Capital,Asset Management,103441464
SST,System1,Specialty Business Services,192249502
SSTI,SoundThinking,Software - Application,202130334
SSTK,Shutterstock,Internet Content & Information,1535162636
SSY,SunLink Health Systems,Medical - Pharmaceuticals,5104435
SSYS,Stratasys,Computer Hardware,783994496
ST,Sensata Technologies Holding,"Hardware, Equipment & Parts",5531277200
STAA,STAAR Surgical Company,Medical Instruments & Supplies,1909190713
STAF,Staffing 360 Solutions,Staffing & Employment Services,2263165
STAG,STAG Industrial,REIT - Industrial,6786082200
STBA,S&T Bancorp,Banks - Regional,1186000068
STBX,Starbox Group Holdings,Internet Content & Information,17767053
STC,Stewart Information Services,Insurance - Property & Casualty,1761279146
STCN,Steel Connect,Advertising Agencies,55558985
STE,STERIS,Medical Devices,21408053100
STEL,Stellar Bancorp,Banks - Regional,1239692872
STEM,"Stem, Inc.",Software - Infrastructure,318703480
STEP,StepStone Group,Asset Management,2246560656
STER,Sterling Check,Software - Infrastructure,1483012794
STG,Sunlands Technology Group,Education & Training Services,138756140
STGW,Stagwell,Advertising Agencies,667533260
STHO,Star Holdings,Real Estate Services,169158920
STI,Solidion Technology,Electrical Equipment & Parts,264401648
STIM,Neuronetics,Diagnostics & Research,126165864
STIX,Semantix,Software - Application,65116364
STKH,Steakholder Foods,Packaged Foods,14852804
STKL,SunOpta,Packaged Foods,770465760
STKS,The ONE Group Hospitality,Restaurants,179391402
STLA,Stellantis,Auto Manufacturers,81579952203
STLD,Steel Dynamics,Steel,23364238150
STM,ST Microelectronics,Semiconductors,38041827249
STN,Stantec,Engineering & Construction,9264521740
STNE,StoneCo,Software - Infrastructure,4895251092
STNG,Scorpio Tankers,Oil & Gas Midstream,4028192676
STOK,Stoke Therapeutics,Biotechnology,593381916
STR,Sitio Royalties,Industrial Materials,2058004914
STRA,Strategic Education,Education & Training Services,2507402350
STRC,Palladyne AI,Computer Hardware,50764000
STRL,Sterling Infrastructure,Engineering & Construction,3328223834
STRM,Streamline Health Solutions,Health Information Services,27738109
STRO,Sutro Biopharma,Biotechnology,317829780
STRR,Star Equity Holdings,Medical - Diagnostics & Research,14740411
STRS,Stratus Properties,Real Estate - Diversified,178324225
STRT,Strattec Security,Auto Parts,97052220
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,51793400
STSS,Sharps Technology,Medical Instruments & Supplies,5210574
STT,State Street,Asset Management,23346310080
STTK,Shattuck Labs,Biotechnology,416828744
STVN,Stevanato Group,Medical Instruments & Supplies,8178971965
STWD,Starwood Property Trust,REIT - Mortgage,6189345760
STX,Seagate Technology Holdings,Computer Hardware,19197492930
STXS,Stereotaxis,Medical Instruments & Supplies,242279960
STZ,Constellation Brands,Beverages - Wineries & Distilleries,48797392200
SU,Suncor Energy,Oil & Gas Integrated,49576010400
SUGP,SU Group Holdings,Security & Protection Services,32595000
SUI,Sun Communities,REIT - Residential,15277793600
SUM,Summit Materials,Construction Materials,7448214320
SUN,Sunoco LP,Oil & Gas Refining & Marketing,5043734694
SUP,Superior Industries International,Auto Parts,90454308
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1852779750
SUPV,Grupo Supervielle,Banks - Regional,713759391
SURG,SurgePays,Software - Application,80442636
SUZ,Suzano,"Paper, Lumber & Forest Products",16196962144
SVC,Service Properties Trust,REIT - Hotel & Motel,1082465040
SVII,Spring Valley Acquisition Corp. II,Shell Companies,329082667
SVM,Silvercorp Metals,Silver,666941280
SVMH,SRIVARU Holding,Auto Manufacturers,6908237
SVRA,Savara,Biotechnology,661728920
SVRE,SaverOne 2014,"Hardware, Equipment & Parts",18742966
SVT,Servotronics,Electrical Equipment & Parts,32427203
SVV,Savers Value Village,Specialty Retail,3144982216
SWAG,Stran & Company,Shell Companies,24561673
SWAV,ShockWave Medical,Medical Devices,11993901696
SWBI,Smith & Wesson Brands,Aerospace & Defense,781068288
SWI,SolarWinds,Software - Infrastructure,1893382560
SWIM,Latham Group,Construction,417697320
SWIN,Solowin Holdings Ordinary Share,Capital Markets,92800000
SWK,Stanley Black & Decker,Manufacturing - Tools & Accessories,14802096960
SWKH,SWK Holdings,Asset Management,209451396
SWKS,Skyworks Solutions,Semiconductors,17134568440
SWN,Southwestern Energy Company,Oil & Gas Exploration & Production,8404139800
SWSS,Clean Energy Special Situations,Shell Companies,75795832
SWTX,SpringWorks Therapeutics,Biotechnology,3410425896
SWVL,Swvl Holdings,Software - Application,112536978
SWX,Southwest Gas Holdings,Regulated Gas,5444168800
SXC,SunCoke Energy,Coal,948349980
SXI,Standex International,Industrial - Machinery,2071775818
SXT,Sensient Technologies,Specialty Chemicals,2906471568
SXTC,China SXT Pharmaceuticals,Drug Manufacturers - Specialty & Generic,17758540
SXTP,60 Degrees Pharmaceuticals,Biotechnology,3073307
SY,So-Young International,Medical - Healthcare Information Services,121911845
SYBT,Stock Yards Bancorp,Banks - Regional,1364296434
SYBX,Synlogic,Biotechnology,20848130
SYF,Synchrony Financial,Financial - Credit Services,16766041240
SYK,Stryker,Medical Devices,133472664000
SYM,Symbotic,Shell Companies,4269305800
SYNA,Synaptics,Semiconductors,3719299668
SYNX,Silynxcom,Communication Equipment,17850000
SYPR,Sypris Solutions,Auto Parts,37948274
SYRA,Syra Health,Medical Care Facilities,8540768
SYRE,Spyre Therapeutics,Biotechnology,1252990194
SYRS,Syros Pharmaceuticals,Biotechnology,131740422
SYT,SYLA Technologies Co.,Software - Application,76620059
SYTA,Siyata Mobile,Communication Equipment,2138347
SYY,Sysco,Food Distribution,39801508500
T,AT&T Inc.,Telecommunications Services,125960631900
TAC,TransAlta,Independent Power Producers,1949689480
TACT,TransAct Technologies,Computer Hardware,49026176
TAIT,Taitron Components,Technology Distributors,18887964
TAK,Takeda Pharmaceutical Company,Drug Manufacturers - Specialty & Generic,42455069964
TAL,TAL Education Group,Education & Training Services,7304257852
TALK,Talkspace,Medical Care Facilities,614810560
TALO,Talos Energy,Oil & Gas Exploration & Production,2577233650
TANH,Tantech Holdings,Household & Personal Products,2328557
TAOP,Taoping,Software - Infrastructure,1716088
TAP,Molson Coors Beverage Company,Beverages - Alcoholic,14489195158
TAP.A,Molson Coors Beverage Company,Beverages - Alcoholic,14219429211
TARA,Protara Therapeutics,Biotechnology,46878580
TARO,Taro Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,1589828580
TARS,Tarsus Pharmaceuticals,Biotechnology,1345503588
TASK,TaskUs,Information Technology Services,992183193
TAST,Carrols Restaurant Group,Restaurants,545153700
TATT,TAT Technologies,Aerospace & Defense,122242238
TAYD,Taylor Devices,Industrial - Machinery,170600954
TBBB,BBB Foods,Discount Stores,2635595664
TBBK,The Bancorp,Banks - Regional,1674780750
TBI,TrueBlue,Staffing & Employment Services,378848332
TBIO,Telesis Bio,Medical Devices,14359274
TBLA,Taboola.com,Internet Content & Information,1526165509
TBLT,ToughBuilt Industries,Manufacturing - Tools & Accessories,2153102
TBMC,Trailblazer Merger Corporation I,Shell Companies,95741993
TBNK,Territorial Bancorp,Banks - Regional,69112356
TBPH,Theravance Biopharma,Biotechnology,447450063
TBRG,TruBridge,Medical - Healthcare Information Services,123521010
TC,TuanChe,Internet Content & Information,2772526
TCBC,TC Bancshares,Banks - Regional,59891139
TCBI,Texas Capital Bancshares,Banks - Regional,2747568416
TCBK,TriCo Bancshares,Banks - Regional,1138434348
TCBP,TC Biopharm (Holdings),Biotechnology,44321
TCBS,Texas Community Bancshares,Banks - Regional,46383654
TCBX,Third Coast Bancshares,Banks - Regional,257038251
TCI,Transcontinental Realty Investors,Real Estate Services,313520923
TCJH,Top KingWin,Financial - Capital Markets,21092500
TCMD,Tactile Systems Technology,Medical Devices,363213234
TCN,Tricon Residential,Real Estate Services,3039504031
TCOA,Zalatoris Acquisition,Shell Companies,116259600
TCOM,Trip.com Group,Travel Services,32595492680
TCON,TRACON Pharmaceuticals,Biotechnology,9988238
TCPC,BlackRock TCP Capital,Asset Management,864472130
TCRT,Alaunos Therapeutics,Biotechnology,29196074
TCRX,TScan Therapeutics,Biotechnology,312216096
TCS,The Container Store Group,Specialty Retail,55691570
TCTM,TCTM Kids IT Education,Education & Training Services,26561569
TCX,Tucows,Software - Infrastructure,197747880
TD,The Toronto-Dominion Bank,Banks - Diversified,105634881000
TDC,Teradata,Software - Infrastructure,3744056000
TDCX,TDCX Inc.,Specialty Business Services,1029104602
TDG,TransDigm Group,Aerospace & Defense,68312895613
TDOC,Teladoc Health,Medical - Healthcare Information Services,2407031990
TDS,Telephone and Data Systems,Telecommunications Services,1721440000
TDUP,ThredUp,Internet Retail,202441334
TDW,Tidewater,Oil & Gas Equipment & Services,5161248414
TDY,Teledyne Technologies,"Hardware, Equipment & Parts",19942148052
TEAM,Atlassian,Software - Application,50646582265
TECH,Bio-Techne,Biotechnology,10668621040
TECK,Teck Resources,Industrial Materials,24413386000
TEF,Telefónica,Telecommunications Services,24808935478
TEL,TE Connectivity,"Hardware, Equipment & Parts",44985838320
TELA,TELA Bio,Medical Devices,130642880
TELL,Tellurian,Oil & Gas Exploration & Production,453162026
TELO,Telomir Pharmaceuticals,Biotechnology,170037439
TENB,Tenable Holdings,Software - Infrastructure,5649679600
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,98976870
TENX,Tenax Therapeutics,Biotechnology,8048408
TEO,Telecom Argentina,Telecommunications Services,4316463928
TER,Teradyne,Semiconductors,16651219900
TERN,Terns Pharmaceuticals,Biotechnology,387910200
TETE,Technology & Telecommunication Acquisition,Shell Companies,74759087
TEVA,Teva Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,15828378800
TEX,Terex,Agricultural - Machinery,4354330000
TFC,Truist Financial,Banks - Regional,50647690500
TFFP,TFF Pharmaceuticals,Biotechnology,12596100
TFII,TFI International,Trucking,13370498778
TFIN,Triumph Financial,Banks - Regional,1776082448
TFPM,Triple Flag Precious Metals,Other Precious Metals,3042325270
TFSL,TFS Financial,Banks - Regional,3416252870
TFX,Teleflex,Medical Instruments & Supplies,10104912810
TG,Tredegar,Manufacturing - Metal Fabrication,220357120
TGAA,Target Global Acquisition I,Shell Companies,110142555
TGAN,Transphorm,Semiconductors,310048480
TGB,Taseko Mines,Copper,708771200
TGI,Triumph Group,Aerospace & Defense,1112252467
TGL,Treasure Global,Software - Application,5962828
TGLS,Tecnoglass,Construction Materials,2471086486
TGNA,TEGNA,Broadcasting,2537687460
TGS,Transportadora de Gas del Sur,Oil & Gas Integrated,3269696227
TGT,Target,Discount Stores,81021978100
TGTX,TG Therapeutics,Biotechnology,2234471870
TGVC,TG Venture Acquisition,Shell Companies,40622034
TH,Target Hospitality,Specialty Business Services,1077574400
THAR,Tharimmune,Biotechnology,5212416
THC,Tenet Healthcare,Medical Care Facilities,10308484550
THCH,TH International,Restaurants,166978620
THCP,Thunder Bridge Capital Partners IV,Shell Companies,104411571
THFF,First Financial,Banks - Regional,432159778
THG,The Hanover Insurance Group,Insurance - Property & Casualty,4763476580
THM,International Tower Hill Mines,Gold,139785100
THMO,ThermoGenesis Holdings,Medical Devices,2697076
THO,Thor Industries,Auto - Recreational Vehicles,5999539495
THR,Thermon Group Holdings,Industrial - Machinery,1126070980
THRD,Third Harmonic Bio,Biotechnology,379051036
THRM,Gentherm,Auto Parts,1772784040
THRY,Thryv Holdings,Internet Content & Information,775515618
THS,TreeHouse Foods,Packaged Foods,2001700000
THTX,Theratechnologies,Drug Manufacturers - Specialty & Generic,71269031
TIGO,Millicom International Cellular,Telecommunications Services,3536572800
TIGR,UP Fintech Holding,Capital Markets,522967814
TIL,Instil Bio,Biotechnology,71673088
TILE,Interface,"Furnishings, Fixtures & Appliances",985924940
TIMB,TIM S.A.,Telecommunications Services,8665728793
TIPT,Tiptree,Insurance - Specialty,634130700
TIRX,Tian Ruixiang Holdings,Insurance Brokers,1408140
TISI,"Team, Inc.",Specialty Business Services,40045864
TITN,Titan Machinery,Industrial Distribution,537417888
TIVC,Tivic Health Systems,Medical Devices,1759310
TIXT,TELUS International (Cda),Software - Infrastructure,2426136635
TJX,The TJX Companies,Apparel Retail,110868070400
TK,Teekay,Oil & Gas Midstream,706662000
TKC,Turkcell Iletisim Hizmetleri A.S.,Telecommunications Services,4626065128
TKLF,Yoshitsu,Household & Personal Products,9178514
TKNO,Alpha Teknova,Drug Manufacturers - Specialty & Generic,102058500
TKO,TKO Group Holdings,Entertainment,7624626592
TKR,The Timken Company,Manufacturing - Tools & Accessories,6128844219
TLF,Tandy Leather Factory,Specialty Retail,39266494
TLGY,TLGY Acquisition,Shell Companies,132136832
TLIS,Talis Biomedical,Medical Devices,15289031
TLK,Telkom Indonesia (Persero) Tbk PT,Telecom Services,21179498360
TLPH,Talphera,Drug Manufacturers - Specialty & Generic,14578978
TLRY,Tilray Brands,Drug Manufacturers - Specialty & Generic,2116766250
TLS,Telos,Information Technology Services,288240048
TLSA,Tiziana Life Sciences,Biotechnology,43907099
TLSI,TriSalus Life Sciences,Medical Devices,258322074
TLYS,Tilly's,Apparel Retail,196027442
TM,Toyota Motor,Auto Manufacturers,326061205285
TMC,TMC the metals company,Other Industrial Metals & Mining,553755000
TMCI,Treace Medical Concepts,Medical Devices,757117526
TMDX,TransMedics Group,Medical Devices,2465097855
TME,Tencent Music Entertainment Group,Internet Content & Information,19444323158
TMHC,Taylor Morrison Home,Residential Construction,6333589790
TMO,Thermo Fisher Scientific,Medical - Diagnostics & Research,219635712000
TMP,Tompkins Financial,Banks - Regional,691060617
TMQ,Trilogy Metals,Industrial Materials,80193998
TMTC,TMT Acquisition,Shell Companies,88237600
TMUS,T-Mobile US,Telecommunications Services,193768396200
TNC,Tennant Company,Industrial - Machinery,2330895840
TNDM,Tandem Diabetes Care,Medical Devices,2248518060
TNET,TriNet Group,Staffing & Employment Services,6753848724
TNGX,Tango Therapeutics,Biotechnology,819594240
TNK,Teekay Tankers,Oil & Gas Midstream,2075254840
TNL,Travel + Leisure Co.,Travel Services,3368318472
TNON,Tenon Medical,Medical Devices,3540624
TNP,Tsakos Energy Navigation,Oil & Gas Midstream,817679142
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,16771444
TNYA,Tenaya Therapeutics,Biotechnology,376092119
TOI,The Oncology Institute,Medical Care Facilities,110726221
TOL,Toll Brothers,Residential Construction,13128545100
TOMZ,TOMI Environmental Solutions,Industrial - Pollution & Treatment Controls,12358857
TOON,Kartoon Studios,Entertainment,49604505
TOP,TOP Financial Group,Financial - Capital Markets,97351580
TOPS,Top Ships,Marine Shipping,64073147
TORO,Toro Corp.,Marine Shipping,95097391
TOST,Toast,Software - Infrastructure,12751959953
TOUR,Tuniu,Travel Services,94401630
TOVX,Theriva Biologics,Biotechnology,7714885
TOWN,TowneBank,Banks - Regional,1971555773
TPB,Turning Point Brands,Tobacco,498234212
TPC,Tutor Perini,Engineering & Construction,824083920
TPET,Trio Petroleum,Oil & Gas Exploration & Production,4798534
TPG,TPG Inc.,Asset Management,17218747287
TPH,Tri Pointe Homes,Residential Construction,3594143910
TPHS,Trinity Place Holdings,Real Estate - Diversified,9230971
TPIC,TPI Composites,Industrial - Machinery,133690898
TPL,Texas Pacific Land,Oil & Gas Exploration & Production,13251052800
TPR,Tapestry,Luxury Goods,10360462220
TPST,Tempest Therapeutics,Biotechnology,113734000
TPVG,TriplePoint Venture Growth BDC,Asset Management,350995533
TPX,Tempur Sealy International,"Furnishings, Fixtures & Appliances",9280869840
TR,Tootsie Roll Industries,Food Confectioners,2198545787
TRAK,Park City Group,Software - Application,297179040
TRC,Tejon Ranch Co.,Conglomerates,409842630
TRDA,Entrada Therapeutics,Biotechnology,464031260
TREE,LendingTree,Financial Conglomerates,528494256
TREX,Trex Company,Construction,10341004800
TRGP,Targa Resources,Oil & Gas Midstream,25814060000
TRI,Thomson Reuters,Specialty Business Services,68805775720
TRIB,Trinity Biotech,Medical - Diagnostics & Research,15501577
TRIN,Trinity Capital,Asset Management,671480466
TRIP,Tripadvisor,Travel Services,3815684367
TRIS,Tristar Acquisition I,Shell Companies,179128882
TRMB,Trimble,"Hardware, Equipment & Parts",15318584450
TRMD,TORM plc,Oil & Gas Midstream,3336594870
TRMK,Trustmark,Banks - Regional,1629729124
TRML,Tourmaline Bio,Biotechnology,561658350
TRN,Trinity Industries,Railroads,2256849873
TRNO,Terreno Realty,REIT - Industrial,5982038223
TRNR,Interactive Strength,Personal Products & Services,3220470
TRNS,Transcat,Industrial Distribution,950190971
TRON,Corner Growth Acquisition Corp. 2,Shell Companies,72791563
TROO,TROOPS,Software - Application,126997500
